date,Time_to_Maturity,last_value,spread_bps,spread_dec,hazard,s_tau,Q_fit_spline,NS_fit,piecewise_fit
2014-06-19,11.819178082191781,106.339,106.339,0.0106339,0.01772316666666667,0.8110113231418495,0.7969457173200908,0.8005694026669156,0.8110113231418495
2014-06-20,11.816438356164383,105.959,105.959,0.0105959,0.017659833333333333,0.8116579008520548,0.7969545542436625,0.8005733406227832,0.8116579008520548
2014-06-23,11.808219178082192,106.103,106.103,0.0106103,0.017683833333333333,0.8115456985710983,0.7969810733726357,0.8005851707730214,0.8115456985710983
2014-06-30,11.789041095890411,109.479,109.479,0.0109479,0.018246500000000002,0.8064537429550558,0.7970430003293887,0.8006128697824297,0.8064537429550558
2014-07-03,11.780821917808218,99.5072,99.5072,0.00995072,0.016584533333333335,0.8225225060074689,0.797069561567461,0.8006247818149191,0.8225225060074689
2014-07-07,11.76986301369863,105.513,105.513,0.010551300000000001,0.017585500000000004,0.8130367837219376,0.7971049963774277,0.8006407029945389,0.8130367837219376
2014-07-08,11.767123287671232,110.038,110.038,0.0110038,0.018339666666666667,0.8058923399006613,0.797113858632531,0.8006446901770988,0.8058923399006613
2014-07-10,11.761643835616438,115.96,115.96,0.011595999999999999,0.019326666666666666,0.7966710904587515,0.7971315874188076,0.8006526728264397,0.7966710904587515
2014-07-16,11.745205479452055,110.561,110.561,0.011056100000000001,0.018426833333333337,0.8053913715778903,0.7971848081198465,0.800676687244746,0.8053913715778903
2014-07-17,11.742465753424657,120.102,120.102,0.0120102,0.020017,0.7905321624205224,0.7971936832644826,0.80068069937012,0.7905321624205224
2014-07-18,11.73972602739726,116.32,116.32,0.011632,0.019386666666666667,0.796447428259415,0.7972025598506163,0.8006847142806202,0.796447428259415
2014-07-28,11.712328767123287,118.815,118.815,0.0118815,0.0198025,0.7929989428812144,0.7972914054080456,0.8007250171745413,0.7929989428812144
2014-07-31,11.704109589041096,121.716,121.716,0.0121716,0.020286,0.7886524360847527,0.7973180875031824,0.8007371628200186,0.7886524360847527
2014-08-06,11.687671232876712,114.132,114.132,0.0114132,0.019022,0.8006568047707775,0.7973714913806502,0.8007615304329663,0.8006568047707775
2014-08-07,11.684931506849315,124.052,124.052,0.0124052,0.020675333333333334,0.7853782313360709,0.7973803971938899,0.8007656016280774,0.7853782313360709
2014-08-19,11.652054794520549,120.769,120.769,0.0120769,0.020128166666666666,0.7909389453047089,0.7974873830568521,0.8008146785768804,0.7909389453047089
2014-08-26,11.632876712328768,119.092,119.092,0.0119092,0.019848666666666667,0.7938211521907433,0.7975498913268451,0.8008434978436383,0.7938211521907433
