date,last_value,spread_bps,spread_dec,hazard,tau_yrs,s_tau
2023-11-20,282.779,282.779,0.028277899999999998,0.04712983333333333,2.789041095890411,0.8768257088361492
2023-11-27,253.28,253.28,0.025328,0.04221333333333333,2.76986301369863,0.8896517804977918
2023-12-05,252.967,252.967,0.025296700000000002,0.04216116666666667,2.747945205479452,0.8906029481540059
2024-01-03,201.256,201.256,0.0201256,0.03354266666666667,2.6684931506849314,0.9143806060064571
2024-01-18,230.566,230.566,0.0230566,0.038427666666666666,2.627397260273973,0.9039649005954161
2024-01-19,181.051,181.051,0.0181051,0.030175166666666666,2.6246575342465754,0.9238556166944853
2024-01-23,180.246,180.246,0.0180246,0.030041000000000005,2.6136986301369864,0.9244853075994318
2024-01-30,156.839,156.839,0.0156839,0.026139833333333334,2.5945205479452054,0.9344283428421798
2024-02-06,143.598,143.598,0.0143598,0.023933000000000003,2.5753424657534247,0.940225375549939
2024-02-09,148.385,148.385,0.0148385,0.024730833333333334,2.5671232876712327,0.9384862274090192
2024-02-12,165.223,165.223,0.0165223,0.027537166666666668,2.558904109589041,0.9319603865050784
2024-02-22,118.384,118.384,0.0118384,0.019730666666666667,2.5315068493150683,0.9512785873926707
2024-02-23,132.922,132.922,0.0132922,0.02215366666666667,2.5287671232876714,0.9455188411252674
2024-02-29,159.582,159.582,0.0159582,0.026597,2.5123287671232877,0.9353631697908262
2024-03-11,135.484,135.484,0.0135484,0.02258066666666667,2.4821917808219176,0.9454922901201209
2024-03-27,143.754,143.754,0.014375399999999998,0.023958999999999998,2.4383561643835616,0.9432531549833973
2024-03-28,131.421,131.421,0.013142099999999999,0.0219035,2.4356164383561643,0.9480495362561375
2024-04-03,134.65,134.65,0.013465000000000001,0.02244166666666667,2.419178082191781,0.9471570234084878
2024-04-05,137.72,137.72,0.013772,0.022953333333333333,2.4136986301369863,0.9461043313011218
2024-04-15,124.334,124.334,0.0124334,0.020722333333333336,2.3863013698630136,0.9517529992539668
2024-04-22,129.176,129.176,0.0129176,0.021529333333333334,2.367123287671233,0.9503142246373221
2024-05-10,126.83,126.83,0.012683,0.021138333333333335,2.317808219178082,0.9521862688817585
2024-06-25,146.919,146.919,0.0146919,0.0244865,2.191780821917808,0.9477457194871267
2024-06-28,117.278,117.278,0.0117278,0.019546333333333336,2.1835616438356165,0.9582173730793436
2024-08-01,182.138,182.138,0.018213800000000002,0.03035633333333334,2.0904109589041098,0.9385142757103708
2024-08-02,207.838,207.838,0.020783799999999998,0.034639666666666666,2.0876712328767124,0.9302366753237046
2024-08-06,219.624,219.624,0.0219624,0.036604000000000005,2.0767123287671234,0.9268013979321642
2024-08-20,193.516,193.516,0.0193516,0.032252666666666666,2.0383561643835617,0.9363720221414785
2024-08-22,177.057,177.057,0.017705699999999998,0.029509499999999998,2.032876712328767,0.9417747279179777
2024-09-04,203.199,203.199,0.020319900000000002,0.03386650000000001,1.9972602739726026,0.934596666892727
2024-09-09,195.905,195.905,0.0195905,0.03265083333333334,1.9835616438356165,0.9372877557461837
2024-09-10,158.438,158.438,0.015843799999999998,0.02640633333333333,1.9808219178082191,0.9490381852414423
2024-09-11,196.253,196.253,0.0196253,0.03270883333333333,1.978082191780822,0.9373479127191643
2024-09-17,196.557,196.557,0.019655699999999998,0.0327595,1.9616438356164383,0.9377588325093522
2024-09-27,151.374,151.374,0.015137399999999999,0.025228999999999998,1.9342465753424658,0.9523724355810501
2024-10-02,171.295,171.295,0.0171295,0.028549166666666667,1.9205479452054794,0.946646023041567
2024-10-03,149.921,149.921,0.0149921,0.024986833333333333,1.917808219178082,0.9532100843561541
